,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
0,EL,MRY,2018-12-31,2018-06-30,2018-06-30,2019-05-01,-434000000,12567000000,12536250000,6168000000,6399000000,1.091,12.77,-629000000,2181000000,2181000000,2844000000,1117000000,1.863,1.676,3544000000,183000000,3361000000,3544000000,0,531000000,0,0.01,1.48,2099000000,2630000000,0.192,2630000000,2099000000,1971000000,3.01,2.95,3.01,4688000000,4673750000,4688000000,53891782353,26,20.491,1944000000,5.283,1.0,10839000000,0.792,3202000000,128000000,7418000000,7766500000,1618000000,1377000000,534000000,843000000,7857000000,3310000000,4547000000,52372782353,1045000000,-11000000,-577000000,-10000000,-546000000,-1172000000,-369000000,271000000,2573000000,13000000,1108000000,1108000000,1108000000,0,9000000,0.081,8787000000,2052000000,1182000000,0.492,11.172,47.268,47.405,1823000000,0,142.69,3.828,3.838,1487000000,9040000000,13683000000,13683000000,0,0.088,0.237,0.27,0.153,236000000,8556000000,1.0,367038912,368000000,375700000,37.182,9365000000,0,863000000,0,25.511,2858000000
1,EL,MRY,2017-12-31,2017-06-30,2017-06-30,2019-05-01,-484000000,11568000000,10893250000,4964000000,6604000000,1.085,11.913,-492000000,1136000000,1136000000,2437000000,1256000000,1.758,1.635,3572000000,189000000,3383000000,3572000000,0,464000000,0,0.014,1.32,1713000000,2177000000,0.184,2177000000,1713000000,1610000000,3.4,3.35,3.4,4384000000,3988250000,4384000000,38061547417,22,17.483,1308000000,3.563,1.0,9387000000,0.794,3243000000,103000000,7938000000,7285500000,1479000000,1631000000,605000000,1026000000,7166000000,2823000000,4343000000,35304547417,222000000,-1681000000,-272000000,1346000000,-486000000,630000000,-2214000000,-41000000,1800000000,6000000,1249000000,1249000000,1249000000,0,7000000,0.106,7695000000,1692000000,835000000,0.388,8.053,28.266,28.229,1671000000,0,95.98,2.986,2.98,1395000000,8452000000,11824000000,11824000000,0,0.115,0.313,0.235,0.145,174000000,7469000000,1.0,367832334,367100000,373000000,32.209,8325000000,0,361000000,0,22.622,2141000000
2,EL,MRY,2016-12-31,2016-06-30,2016-06-30,2019-05-01,-545000000,9223000000,8761700000,4225000000,4998000000,1.285,9.685,-525000000,914000000,914000000,2181000000,1121000000,1.576,1.578,2242000000,332000000,1910000000,2242000000,0,415000000,0,0.013,1.14,1620000000,2035000000,0.181,2035000000,1620000000,1549000000,3.01,2.96,3.01,3572000000,3619500000,3572000000,34977025375,22,17.188,1264000000,3.416,1.0,9081000000,0.806,1572000000,71000000,6298000000,6096500000,1264000000,1577000000,469000000,1108000000,5636000000,2681000000,2955000000,33608025375,-107000000,-101000000,-805000000,604000000,-423000000,-605000000,-1269000000,-643000000,1789000000,-22000000,1115000000,1115000000,1115000000,0,6000000,0.099,7471000000,1610000000,717000000,0.379,9.409,30.142,30.239,1583000000,0,91.02,2.984,2.99,1258000000,7693000000,11262000000,11262000000,0,0.127,0.308,0.266,0.144,161000000,7338000000,1.0,369237809,370000000,376600000,30.438,7651000000,0,434000000,0,20.746,1544000000
3,EL,MRY,2015-12-31,2015-06-30,2015-06-30,2019-05-01,-381500000,8226900000,7960725000,4183600000,4043300000,1.354,9.666,-473000000,1021400000,1021400000,2100000000,1094000000,1.964,1.255,1624900000,29800000,1595100000,1624900000,0,409000000,0,0.011,0.92,1616000000,2025000000,0.188,2025000000,1616000000,1556000000,2.87,2.82,2.87,3643200000,3774125000,3643200000,32956503698,20,16.275,1470000000,3.876,1.0,8680000000,0.805,1471400000,60000000,5229200000,4819475000,1215800000,924000000,503700000,420300000,4572600000,2129800000,2442800000,32792003698,-608000000,-241000000,-882000000,295000000,-350000000,-895000000,-1616000000,-902000000,1943000000,-40000000,1089000000,1089000000,1089000000,0,5000000,0.101,7074000000,1606000000,635400000,0.321,9.001,30.112,30.195,1490200000,0,86.66,3.042,3.049,1174500000,7004100000,10780000000,10780000000,0,0.137,0.289,0.335,0.15,117000000,7074000000,1.0,378398381,379300000,385700000,28.421,6755500000,0,467000000,0,17.924,2053800000
4,EL,MRY,2014-12-31,2014-06-30,2014-06-30,2019-05-01,-100300000,7868800000,7719125000,4825200000,3043600000,1.421,10.068,-510200000,1629100000,1629100000,2158200000,1209100000,2.346,1.037,1343100000,18400000,1324700000,1343100000,0,384600000,0,0.011,0.78,1831200000,2215800000,0.202,2215800000,1831200000,1771800000,3.12,3.06,3.12,3854900000,3746650000,3854900000,28242518318,15,12.746,1025000000,2.654,1.0,8810600000,0.803,1050500000,59400000,4475600000,4421375000,1294000000,13600000,0,13600000,3999400000,2056700000,1942700000,28426618318,133400000,-9200000,-582400000,-6700000,-301800000,-856900000,-511600000,7800000,1535200000,-33300000,1204100000,1204100000,1204100000,0,5000000,0.11,6983000000,1827600000,524500000,0.25,7.374,23.608,23.801,1502600000,0,74.26,2.592,2.615,1379300000,6265800000,10968800000,10968800000,0,0.156,0.321,0.414,0.167,112400000,6985900000,1.0,382798523,386200000,393100000,28.402,6818300000,0,567700000,0,17.807,2768500000
5,EL,MRY,2013-12-31,2013-06-30,2013-06-30,2019-05-01,-157500000,7145200000,7104500000,4297200000,2848000000,1.433,8.474,-461000000,1495700000,1495700000,2025900000,1023800000,2.221,1.169,1344300000,18300000,1326000000,1344300000,0,336900000,0,0.016,1.08,1553400000,1890300000,0.186,1890300000,1553400000,1471200000,2.63,2.58,2.63,3286900000,3154025000,3286900000,25420492231,16,13.448,765300000,1.974,1.0,8155800000,0.801,1051100000,82200000,4008100000,4091475000,1113900000,0,0,0,3843300000,1934600000,1908700000,25509892231,148000000,-8700000,-296600000,54600000,-419200000,-611500000,-465500000,4200000,1226300000,-1300000,1019800000,1019800000,1019800000,0,4000000,0.1,6629800000,1526000000,481700000,0.411,7.761,25.015,25.008,1350700000,0,65.77,2.505,2.504,1171700000,5364100000,10181700000,10181700000,0,0.144,0.323,0.38,0.153,91900000,6597000000,1.0,387865170,387600000,394900000,26.269,6094100000,0,451400000,0,15.71,2362600000
6,EL,MRY,2012-12-31,2012-06-30,2012-06-30,2019-05-01,-212900000,6593000000,6418025000,3855100000,2737900000,1.513,7.021,-420700000,1347700000,1347700000,1995800000,860500000,1.813,1.407,1288100000,219000000,1069100000,1288100000,0,295800000,0,0.01,0.525,1318600000,1614400000,0.166,1614400000,1318600000,1257500000,2.2,2.16,2.2,2733200000,2667575000,2733200000,21055302738,16,13.042,706000000,1.816,1.0,7717800000,0.795,1072700000,61100000,3334900000,3452400000,983600000,0,0,0,3845500000,2125800000,1719700000,21038202738,94700000,-7600000,-501900000,67500000,-204000000,-585100000,-428300000,0,1126700000,-18600000,856900000,856900000,856900000,0,3600000,0.088,6406100000,1311700000,493800000,0.239,7.697,24.552,24.6,1231800000,0,54.12,2.166,2.166,1060300000,4764900000,9713600000,9713600000,0,0.134,0.321,0.382,0.136,66900000,6324800000,1.0,388732497,388700000,397000000,24.99,5520300000,0,400600000,203500000,14.18,1729300000
7,EL,MRY,2011-12-31,2011-06-30,2011-06-30,2019-05-01,17700000,6273900000,6022425000,3686500000,2587400000,1.463,6.674,-351000000,1253000000,1253000000,1936900000,703800000,1.897,1.379,1218100000,138000000,1080100000,1218100000,0,294400000,0,0.007,0.375,1086400000,1380800000,0.157,1380800000,1086400000,1022500000,1.78,1.74,1.78,2629400000,2411425000,2629400000,20806248549,19,15.068,676000000,1.716,1.0,6873100000,0.78,1104800000,63900000,3190900000,3265525000,995600000,0,0,0,3626900000,1943300000,1683600000,20677748549,132300000,-256100000,-240500000,-16100000,-148000000,-313100000,-606900000,200000,1027000000,25300000,700800000,700800000,700800000,0,3000000,0.08,5783700000,1089400000,446700000,0.211,7.864,29.506,29.548,1143100000,0,52.595,2.347,2.352,945600000,4113700000,8810000000,8810000000,0,0.116,0.291,0.333,0.123,45100000,5696700000,1.0,393150462,394000000,402400000,22.36,5169100000,0,321700000,192300000,13.12,1743200000
0,ES,MRY,2018-12-31,2018-12-31,2018-12-31,2019-02-26,-60000000,38241256000,37510313000,2292224000,35949032000,0.225,36.193,-2329447000,108068000,108068000,5203935000,1040519000,0.557,2.329,14631725000,1799651000,12832074000,14631725000,0,819930000,0,0.031,2.02,1820777000,2640707000,0.313,2640707000,1820777000,1321972000,3.25,3.25,3.25,11486817000,11338133000,11486817000,34792869952,19,13.176,-545469000,-1.719,1.0,3244266000,0.384,4427266000,498805000,44224765000,43421847250,238042000,417508000,0,417508000,26754439000,4112882000,22641557000,20610252952,123434000,0,0,1406023000,-640110000,729937000,-2390481000,-212788000,1783978000,0,1033000000,1033000000,1033000000,0,7519000,0.122,1544336000,1699930000,1119995000,0.622,1.794,19.952,20.012,25610428000,0,65.04,2.44,2.443,1170340000,3953974000,8448201000,8448201000,0,0.028,0.091,0.042,0.216,0,0,1.0,316885808,317370369,317993934,26.619,33813990000,0,288972000,3506030000,106.541,-1820658000
1,ES,MRY,2017-12-31,2017-12-31,2017-12-31,2019-02-26,-66403000,36220386000,33599505500,2487099000,33733287000,0.231,34.929,-2348105000,38165000,38165000,4519080000,995515000,0.693,2.267,13413607000,1637718000,11775889000,13413607000,0,773802000,0,0.03,1.9,1988643000,2762445000,0.356,2762445000,1988643000,1566888000,3.11,3.11,3.11,11086242000,10943499500,11086242000,31339212349,16,11.345,-351903000,-1.109,1.0,3232872000,0.417,4427266000,421755000,41579517000,38261172250,223063000,585419000,0,585419000,25134144000,3589045000,21545099000,20020845349,-20860000,-877652000,0,1827810000,-602083000,1213454000,-3230516000,-10238000,1996202000,0,987996000,987996000,987996000,0,7519000,0.127,1344623000,1888249000,1085034000,0.611,1.806,20.264,20.315,23617463000,0,63.18,2.583,2.587,1126444000,3561084000,7751952000,7751952000,0,0.029,0.09,0.052,0.257,0,0,1.0,316885808,317411097,318031580,24.422,31793120000,0,578892000,3297518000,100.168,-1101946000
2,ES,MRY,2016-12-31,2016-12-31,2016-12-31,2019-02-26,-65282000,32053173000,31182662000,2477672000,29575501000,0.245,33.737,-1976867000,30251000,30251000,4477034000,949821000,0.681,1.992,10751737000,1922383000,8829354000,10751737000,0,715466000,0,0.032,1.78,1898260000,2613726000,0.342,2613726000,1898260000,1497299000,2.97,2.96,2.97,10711734000,10574256250,10711734000,27805058176,15,10.638,231375000,0.728,1.0,3162095000,0.414,3519401000,400961000,35616653000,35271213500,328721000,544642000,0,544642000,21341439000,3638605000,17702834000,17501603176,38754000,0,0,587547000,-564486000,-17940000,-2151548000,-210892000,2208242000,0,942302000,942302000,942302000,0,7519000,0.123,1320821000,1841274000,884521000,0.599,1.634,18.573,18.596,21350510000,0,55.23,2.291,2.297,1015791000,3175171000,7639129000,7639129000,0,0.03,0.089,0.054,0.248,0,0,1.0,316885808,317650180,318454239,24.049,28533772000,0,554997000,5607207000,89.867,-1160933000
3,ES,MRY,2015-12-31,2015-12-31,2015-12-31,2019-02-26,-66844000,30580309000,30114509750,2618786000,27961523000,0.264,32.61,-1724139000,23947000,23947000,5006767000,886004000,0.876,1.954,10195410000,1389836000,8805574000,10195410000,0,665856000,0,0.033,1.669,1790872000,2456728000,0.309,2456728000,1790872000,1418452000,2.77,2.76,2.77,10352215000,10235525750,10352215000,26165057086,15,10.65,-290388000,-0.915,1.0,2948060000,0.371,3519401000,372420000,34242581000,33567908000,336476000,516478000,0,516478000,20228094000,2989790000,17238304000,16198957086,-14756000,0,0,766178000,-529791000,210643000,-1659150000,58698000,1433751000,0,878485000,878485000,878485000,0,7519000,0.11,1183896000,1764164000,813646000,0.603,1.565,18.44,18.437,19892441000,0,51.07,2.036,2.037,978127000,2797355000,7954827000,7954827000,0,0.029,0.086,0.053,0.225,0,0,1.0,317191249,317336881,318432687,25.067,27060908000,305359000,539967000,5147678000,85.242,-371004000
4,ES,MRY,2014-12-31,2014-12-31,2014-12-31,2019-02-26,-74009000,29740387000,28402503250,2692465000,27047922000,0.273,31.5,-1603744000,38703000,38703000,5010519000,827065000,0.859,1.981,9770837000,1202408000,8568429000,9770837000,0,614657000,0,0.029,1.571,1649949000,2264606000,0.293,2264606000,1649949000,1287843000,2.59,2.58,2.59,9976815000,9836276750,9976815000,26372925336,16,11.646,48232000,0.153,1.0,2731337000,0.353,3519401000,362106000,32818739000,31442458750,349664000,515025000,0,515025000,19763572000,3134381000,16629191000,16955102336,-4661000,0,0,433524000,-475227000,-64842000,-1591795000,-12210000,1651976000,0,819546000,819546000,819546000,0,7519000,0.106,1098488000,1632849000,868231000,0.607,1.699,20.688,20.664,18647041000,0,53.52,2.19,2.185,1068104000,2448661000,7741856000,7741856000,0,0.029,0.083,0.052,0.213,0,0,1.0,316799371,316136748,317417414,24.489,26220986000,337307000,468297000,4627761000,82.789,-441916000
5,ES,MRY,2013-12-31,2013-12-31,2013-12-31,2019-02-26,-46031000,27795537000,28191352000,2087049000,25708488000,0.259,30.448,-1456787000,43364000,43364000,4510170000,793689000,0.637,1.892,9403179000,1626346000,7776833000,9403179000,0,610777000,0,0.035,1.47,1551647000,2162424000,0.296,2162424000,1551647000,1212948000,2.49,2.49,2.49,9611528000,9470206000,9611528000,22694434839,15,10.495,206752000,0.656,1.0,2791034000,0.382,3519401000,338699000,30360300000,30578214250,303233000,488515000,0,488515000,18184009000,3275651000,14908358000,13356837839,-2384000,0,0,270976000,-462741000,-224700000,-1441223000,-52252000,1663539000,0,786007000,786007000,786007000,0,7682000,0.108,1219018000,1572016000,742251000,0.59,1.39,16.993,17.024,17576186000,0,42.39,1.829,1.831,990373000,2125980000,7301204000,7301204000,0,0.028,0.083,0.051,0.213,0,0,1.0,315094075,315311387,316211160,23.156,24276136000,16629000,426941000,4029026000,76.903,-1188602000
6,ES,MRY,2012-12-31,2012-12-31,2012-12-31,2019-02-26,-72854000,28302824000,24886260000,2227295000,26075529000,0.252,29.331,-1472272000,45748000,45748000,4101641000,533077000,0.611,2.064,9165829000,1883534000,7282295000,9165829000,0,519010000,0,0.034,1.323,1130816000,1649826000,0.263,1649826000,1130816000,800871000,1.9,1.89,1.9,9237050000,7887464000,9237050000,21268330373,19,12.891,-311043000,-1.122,1.0,2172146000,0.346,3519401000,329945000,30259814000,27158329000,267713000,490941000,0,490941000,19065774000,3643690000,15422084000,12268900373,39189000,0,0,721431000,-375047000,345884000,-1467924000,-31335000,1161229000,0,525945000,525945000,525945000,0,7132000,0.084,911921000,1260225000,764350000,0.696,1.328,23.327,20.568,16605010000,0,39.08,1.956,1.727,1008862000,1802714000,6273787000,6273787000,0,0.021,0.067,0.042,0.18,0,0,1.0,313943203,277209819,277993631,22.632,24783423000,0,274926000,3463347000,78.695,-1416395000
7,ES,MRY,2011-12-31,2011-12-31,2011-12-31,2019-02-26,-70686000,15647066000,14809165250,1357472000,14289594000,0.302,22.593,-1076730000,6559000,6559000,3076882000,400513000,0.697,2.899,5375755000,648582000,4727173000,5375755000,0,302192000,0,0.03,1.1,816071000,1118263000,0.25,1118263000,816071000,565646000,2.22,2.22,2.22,4012670000,3942327000,4012670000,11478231845,14,10.264,-106344000,-0.599,1.0,1388775000,0.311,287591000,250425000,18780989000,18094877500,248958000,229638000,70970000,158668000,11631440000,1947682000,9683758000,6385554845,-16836000,0,0,238602000,-194555000,31365000,-1018587000,-2531000,970386000,0,394693000,394693000,394693000,0,5820000,0.088,524687000,864088000,633282000,0.495,1.591,16.179,16.248,10403065000,0,36.07,1.43,1.433,663209000,1651875000,4465657000,4465657000,0,0.027,0.1,0.045,0.183,0,0,1.0,177032294,177410167,177804568,25.171,15359475000,0,170953000,1868316000,86.48,-590210000
0,RE,MRY,2018-12-31,2018-12-31,2018-12-31,2019-03-01,-462557000,24793999000,24150984250,,,0.305,194.445,0,656095000,656095000,7170433000,103552000,,2.137,633613000,,,633613000,0,0,0,0.024,5.3,-195440000,-195440000,-0.026,-195440000,-195440000,-226471000,2.54,2.53,2.54,7903804000,8204586500,7903804000,8845305044,-45,-45.258,610069000,15.009,1.0,206773000,0.028,0,31031000,24771517000,24130531500,0,17776971000,,,16890195000,,,8851508044,21028000,0,-100373000,0,-216221000,-316594000,-279621000,-279621000,610069000,7174000,103552000,103552000,103552000,0,0,0.014,402213000,-195440000,218439000,2.087,1.12,85.479,85.732,0,0,217.76,1.2,1.2,4349274000,9574440000,7377206000,7377206000,0,0.004,0.013,-0.008,-0.026,32369000,402213000,1.0,40647998,40647998,,181.49,24793999000,592385000,-330023000,0,609.969,
1,RE,MRY,2017-12-31,2017-12-31,2017-12-31,2019-03-01,-160891000,23591792000,23060726250,,,0.287,203.781,0,635067000,635067000,5826544000,468968000,,1.819,633395000,,,633395000,0,0,0,0.023,5.05,436787000,436787000,0.066,436787000,436787000,405184000,11.43,11.36,11.43,8369232000,8317809250,8369232000,9135024609,21,20.914,1162693000,28.31,1.0,781527000,0.118,0,31603000,23590120000,23154562250,0,17991468000,,,15222560000,,,9087079609,153145000,0,-68216000,0,-207242000,-275458000,-732577000,-732577000,1162693000,-1513000,468968000,468968000,468968000,0,0,0.071,344740000,436787000,218017000,0.442,1.086,19.377,19.358,0,0,221.26,1.375,1.375,3481318000,9685908000,6608071000,6608071000,0,0.02,0.056,0.019,0.066,30297000,344740000,1.0,41069690,41069690,,160.899,23591792000,299438000,-63784000,0,574.433,
2,RE,MRY,2016-12-31,2016-12-31,2016-12-31,2019-03-01,-216764000,21321504000,21280653750,,,0.272,197.569,0,481922000,481922000,4328321000,996344000,,1.64,633176000,,,633176000,0,0,0,0.022,4.7,1136072000,1136072000,0.196,1136072000,1136072000,1099844000,23.85,23.68,23.85,8075396000,7985563750,8075396000,9042417753,8,7.959,1383600000,33.851,1.0,1466025000,0.253,0,36228000,21472758000,21496100500,0,17001167000,,,13246108000,,,8845090753,198264000,47721000,-386132000,0,-195384000,-581516000,-657873000,-705594000,1383600000,54053000,996344000,996344000,996344000,0,0,0.172,329953000,1136072000,190986000,0.197,1.095,8.878,9.073,0,0,216.4,1.527,1.527,2696083000,9422932000,5794346000,5794346000,0,0.047,0.125,0.053,0.196,26398000,329953000,1.0,40873802,40873802,,141.762,21321504000,177704000,103500000,0,521.642,
3,RE,MRY,2015-12-31,2015-12-31,2015-12-31,2019-03-01,-231755000,20545418000,21244478000,,,0.267,176.605,0,283658000,283658000,4248361000,977869000,,1.7,632958000,,,632958000,0,0,0,0.022,4.0,1148081000,1148081000,0.202,1148081000,1148081000,1111890000,22.29,22.1,22.29,7608585000,7622049250,7608585000,8125096517,7,7.077,1108235000,25.724,1.0,1428404000,0.252,0,36191000,20894718000,21525902000,0,16392747000,,,12936833000,,,7887955517,-153816000,3934000,-386462000,0,-175107000,-573170000,-681101000,-685035000,1108235000,-7780000,977869000,977869000,977869000,0,0,0.172,280323000,1148081000,173087000,0.179,1.037,8.066,8.214,0,0,183.09,1.39,1.39,2542098000,8621972000,5676765000,5676765000,0,0.046,0.128,0.053,0.202,21237000,280323000,1.0,43082394,43082394,,131.765,20545418000,258541000,134021000,0,476.887,
4,RE,MRY,2014-12-31,2014-12-31,2014-12-31,2019-03-01,48317000,20817824000,20902269000,,,0.272,164.677,0,437474000,437474000,3997081000,1199156000,,1.737,638364000,,,638364000,0,0,0,0.019,3.2,1425341000,1425341000,0.251,1425341000,1425341000,1386808000,26.16,25.91,26.16,7451120000,7298421500,7451120000,8192116650,6,5.747,1054762000,23.311,1.0,1681866000,0.296,0,38533000,21018714000,21236557000,0,16998463000,,,12945152000,,,7705558650,-173908000,0,-482185000,400000000,-145913000,-478098000,-758572000,-758572000,1054762000,8000000,1199156000,1199156000,1199156000,0,0,0.211,256525000,1425341000,139841000,0.122,1.034,6.426,6.51,0,0,170.3,1.357,1.357,2223014000,7819210000,5678947000,5678947000,0,0.057,0.164,0.067,0.251,21197000,256525000,1.0,45246968,45246968,,125.51,20817824000,184762000,187652000,0,460.093,
5,RE,MRY,2013-12-31,2013-12-31,2013-12-31,2019-03-01,157728000,19808036000,19799268750,,,0.285,145.469,0,611382000,611382000,3777809000,1265260000,,1.829,488319000,,,488319000,0,0,0,0.014,2.19,1595206000,1595206000,0.283,1595206000,1595206000,1549088000,25.67,25.44,25.67,6968276000,6781348000,6968276000,7365274912,5,4.617,1098261000,22.927,1.0,1863027000,0.33,0,46118000,19684973000,19838994000,0,15985101000,,,12746382000,,,7466503912,74332000,0,-570415000,-329897000,-106681000,-776493000,-224003000,-224003000,1098261000,-23433000,1259382000,1259382000,1259382000,0,5878000,0.223,261943000,1601084000,116387000,0.085,1.071,5.929,6.072,0,0,155.87,1.324,1.324,2075776000,6765967000,5640836000,5640836000,0,0.064,0.186,0.08,0.283,31844000,261943000,1.0,47902123,47902123,,117.758,19808036000,178334000,289706000,0,413.511,
